id_hd,id_casi,x,y,creator,title,repType,keywordsall,Xnorm,L5
metadc56191,19930083392,474.5435190792622,1311.5651693857455,"Warner, Edward P.",Airplane Speeds of the Future,TM,aircraft speeds aircraft design,51.0,1.7.1.3
metadc56192,19930083393,183.5728748446561,1363.3562665344434,"Constantin, Louis",New Lateral Stabilizing Device for Airplanes,TM,aircraft stability ailerons,36.0 4.0,1.8 8.1
metadc56193,19930083394,592.6512646247855,1279.8023291975826,"Delanghe, C.",Marcel Besson Wing Sections,TM,Marcel Besson seaplanes wing sections seaplanes,64.0 65.0,1.2.1.1 1.2.2.1
metadc56194,19930083395,464.6402613375108,1304.2548464731751,"Hoff, Wilhelm",Soaring flight and the Rhön contests,TM,aircraft design gliders,51.0,1.7.1.3
metadc56195,19930084626,511.37071680734994,106.5364444126178,"Harder, Keith C.",On slender-body theory and the area rule at transonic speeds,TN,slender-body theory transonic area rule aerodynamics,57.0 57.0 57.0 57.0 57.0 57.0 51.0 51.0,1.1.2.1 1.1.2.1 1.1.2.2 1.1.2.2 1.1.2.3 1.1.2.3 1.7.1.1.1 1.7.1.1.1
metadc56196,19930084627,449.6041265826661,172.36098598259963,"Margolis, Kenneth","Theoretical Calculations of the Pressures, Forces, and Moments Due to Various Lateral Motions Acting on Thin Isolated Vertical Tails With Supersonic Leading and Trailing Edges",TN,aircraft tails load characteristics,57.0 57.0 51.0 51.0 54.0 54.0 54.0 54.0 32.0 32.0,1.1.2.3 1.1.2.3 1.7.1.1 1.7.1.1 1.8.1.2.2 1.8.1.2.2 1.8.1.2.3 1.8.1.2.3 4.1.1.2 4.1.1.2
metadc56197,19930083396,882.4090405841881,1291.0288221875826,"Ziembinski, S.",Possible Improvements in Gasoline Engines,TM,aircraft engines aircraft power,93.0 94.0 94.0 103.0,3.1.1.1 3.2.1 3.2.1.3 3.5.1
metadc56198,19930083397,9.558620709223415,1293.4677716905476,"Warner, Edward P.",Soaring Without Rising Currents,TM,soaring flight flight characteristics,1.0,6.1.2
metadc56200,19930083400,470.2682070144173,1302.1759493843194,"Prandtl, L.",Lessons of the 1922 Rhön Soaring Flights,TM,gliders aircraft design,51.0,1.7.1.3
metadc56201,19930084628,233.59420106226966,138.63373273739768,"McEvily, Arthur J., Jr.",Static strength of aluminum-alloy specimens containing fatigue cracks,TN,fatigue testing aluminum alloys,28.0 28.0 20.0 26.0 26.0 26.0,4.3.7.6 4.3.7.7.1 5.1.1 5.2.1 5.2.9 5.2.13
metadc56202,19930083404,297.1788424101676,277.49290876057273,"Chang, Chieh-Chien",General Consideration of Problems in Compressible Flow Using the Hodograph Method,TN,hodograph method compressible flow,57.0 8.0,1.1.2 9.2.7
metadc56203,19930083405,878.7340772048211,315.44393864513825,"Smiley, Robert F.",A Semiempirical Procedure for Computing the Water-Pressure Distribution on Flat and V-Bottom Prismatic Surfaces During Impact or Planing,TN,water landings seaplanes rectangular flat plates,108.0 108.0 108.0 108.0 108.0 32.0,2.1 2.1 2.3.1 2.3.2 2.4 4.1.2.1.2
metadc56204,19930083406,825.7345455830383,318.7106466216186,"Prian, Vasily D.",An analysis of flow in rotating passage of large radial-inlet centrifugal compressor at tip speed of 700 feet per second,TN,aircraft impellers flow characteristics,90.0 90.0,3.6.1 3.6.1.2
metadc56205,19930083407,225.33540334097938,275.9184602566249,"Frey, D. N.",Fundamental effects of cold-work on some cobalt-chromium-nickel-iron base creep-resistant alloys,TN,alloy properties metallic properties,20.0 26.0 26.0 26.0,5.1.4 5.2.3 5.2.4 5.2.9
metadc56206,19930083408,539.2584451734947,320.4964508050156,"Halfman, Robert L.",Evaluation of High-Angle Attack Aerodynamic-Derivative Data and Stall-Flutter Prediction Techniques,TN,stall flutter airfoils flutter characteristics,88.0 64.0 52.0 30.0,1.1 1.2.1 1.8.4 4.2.1
metadc56207,19930084630,754.5916595961667,109.49806649445009,"Powell, Robert D., Jr.",The effect of forward-flight speed on the propulsive characteristics of a pulse-jet engine mounted on a helicopter rotor,TN,aircraft engines engine speeds,39.0 93.0 93.0 103.0,1.7.3.2 3.1.6 3.1.9 3.5.2
metadc56208,19930083409,555.1486623028574,307.3715182996156,"Wolhart, Walter D.",Influence of Wing and Fuselage on the Vertical-Tail Contribution to the Low-Speed Rolling Derivatives of Midwing Airplane Models with 45 Degree Sweptback Surfaces,TN,aircraft wings aircraft fuselages vertical tail contributions,65.0 68.0 51.0 54.0 54.0,1.2.2.2.3 1.3.2.1 1.7.1.1.3 1.8.1.2.2 1.8.1.2.3
metadc56209,19930084631,810.2169463395462,129.8089464765215,"Erwin, John R.",Two-dimensional low-speed cascade investigation of NACA compressor blade sections having a systematic variation in mean-line loading,TN,compressor blade sections mean-line loading,86.0 90.0,1.4.5.2 3.6.1.1
metadc56210,19930083410,503.684058638201,290.6276220749995,"Goodman, Alex",Experimental Investigation of the Low-Speed Static and Yawing Stability Characteristics of a 45 Degrees Sweptback High-Wing Configuration with Various Twin Vertical Wing Fins,TN,aircraft stability wing fins,65.0 51.0 54.0 54.0,1.2.2.2.3 1.7.1.1.3 1.8.1.1 1.8.1.2.3
metadc56211,19930084632,234.5130873427544,110.44902686355844,"Johnson, Aldie E., Jr.","A study of the efficiency of high-strength, steel, cellular-core sandwich plates in compression",TN,sandwich plates aircraft construction,28.0 28.0 20.0,4.3.3.1 4.3.7.2 5.1.11
metadc56212,19930084633,253.89855771638562,583.2676323009963,"Scott, Merit",Requirements for Auxiliary Stiffeners Attached to Panels Under Combined Compression and Shear,TN,aircraft stiffeners aluminum alloy sheets,28.0,4.3.1.2
metadc56213,19930084634,479.64510004790185,111.45675621493237,"Wiggins, James W.",Wind-tunnel investigation to determine the horizontal- and vertical-tail contributions to the static lateral stability characteristics of a complete-model swept-wing configuration at high subsonic speeds,TN,aircraft stability aircraft tails,51.0 51.0 54.0 54.0,1.7.1.1 1.7.1.1.3 1.8.1.1.2 1.8.1.1.3
metadc56214,19930083411,433.79449558042916,313.3330470373997,"Vincenti, Walter G.",Transonic flow past a wedge profile with detached bow wave: Details of analysis,TN,flow characteristics double-wedge profiles airfoils,57.0 64.0 64.0 8.0,1.1.2.2 1.2.1.1 1.2.1.8 9.2.7
metadc56215,19930084636,291.54468404672923,124.72380466442137,"Hardrath, Herbert F.",Fatigue-Crack Propagation in Aluminum Alloy Box Beams,TN,fatigue testing box beams fatigue crack propagation,64.0 28.0 28.0 28.0 28.0 28.0 20.0 26.0,1.2.1.6.1 4.3.4.1 4.3.6.2 4.3.6.4 4.3.7.6 4.3.7.7.1 5.1.1 5.2.5
metadc56216,19930084637,221.0520726218384,112.97478077160044,"Kurg, Ivo M.",Tensile properties of AZ31A-0 magnesium-alloy sheet under rapid-heating and constant-temperature conditions,TN,magnesium alloy material properties tensile properties,20.0 26.0 26.0,5.1.2 5.2.1 5.2.11
metadc56217,19930083412,831.7291981101996,318.96590103164607,"Voit, Charles H.",An analytical investigation using aerodynamic limitations of several designs of high stage pressure ratio multistage compressors,TN,compressors investigations,90.0,3.6.1.1
metadc56218,19930083413,610.9707539501743,291.7412987139411,"Fuller, Franklyn B.",Minimum Wave Drag of Bodies of Revolution With a Cylindrical Center Section,TN,wave-drag problem bodies of revolution aerodynamics,57.0 67.0 68.0 68.0,1.1.2.3 1.3.1 1.3.2.1 1.3.2.3
metadc56219,19930084638,463.40759443624535,75.5623189653742,"Trimpi, Robert L.",An integral solution to the flat-plate laminar boundary-layer flow existing inside and after expansion waves and after shock waves moving into quiescent fluid with particular application to the complete shock-tube flow,TN,laminar boundary layers aerodynamics,57.0 58.0 58.0 59.0 61.0 8.0,1.1.2 1.1.3 1.1.3.1 1.1.4.2 1.1.6 9.2.7
metadc56220,19930084639,379.70340037168336,124.60198413722601,"Cole, Henry A., Jr.",Measurement of the Longitudinal Moment of Inertia of a Flexible Airplane,TN,flexible aircraft aircraft stability moment of inertia,51.0 54.0 46.0 50.0 8.0,1.7.1.2 1.8.1.2.1 1.8.6 1.9 9.2
metadc56221,19930084640,183.58613646053718,386.2248568102614,"Brueggeman, W. C.",Axial fatigue tests at zero mean stress of 24S-T and 75S-T aluminum-alloy strips with a central circular hole,TN,metallic properties fatigue testing,20.0,5.1.1
metadc56222,19930083414,401.85547436768576,269.2993683360981,"Nelson, Herbert C.",Calculations on the forces and moments for an oscillating wing-aileron combination in two-dimensional potential flow at sonic speed,TN,wing-aileron combination aircraft stability,57.0 57.0 30.0 30.0,1.1.2 1.1.2 4.2.1 4.2.1
metadc56223,19930083415,619.0546642370792,266.96117275965497,"Cleary, Harold E.",The effects of Reynolds number on the application of NACA 16-series airfoil characteristics to propeller design,TN,airfoils aircraft propellers,57.0 64.0 64.0 64.0 81.0,1.1.2.1 1.2.1.2.1 1.2.1.2.2 1.2.1.7 1.5.2
metadc56224,19930084641,422.6550136943116,71.9814303999887,"Gustafson, F. B.",Methods for obtaining desired helicopter stability characteristics and procedures for stability predictions,TN,helicopters helicopter design helicopter stability,39.0 54.0 45.0,1.7.3.2 1.8.1 1.8.5
metadc56225,19930083416,252.9572090390601,303.55000187727575,"Johnson, Aldie E., Jr.","Critical Combinations of Bending, Shear, and Transverse Compressive Stresses for Buckling of Infinitely Long Flat Plates",TN,aircraft wings elastic buckling stresses,28.0 28.0 28.0 28.0,4.3.3.1.1 4.3.7.2 4.3.7.3 4.3.7.5
metadc56226,19930084642,539.9830154639786,161.5058753791691,"Brevoort, Maurice J.",Turbulent-heat-transfer measurements at a Mach number of 2.06,TN,aircraft nozzles heat transfer measurements,57.0 58.0 59.0,1.1.2.3 1.1.3.2 1.1.4.2
metadc56227,19930083417,259.917363255608,293.7275245287301,"Press, Harry",Flight Investigation of the Effect of Atmospheric Turbulence on the Climb Performance of an Airplane,TN,aircraft turbulence climb performance,51.0 32.0 1.0,1.7.1.3 4.1.1.1.3 6.1.2
metadc56228,19930083418,319.3853195387842,268.9888847804623,"Cooper, Morton",Orientation of orifices on bodies of revolution for determination of stream static pressure at supersonic speeds,TN,static-pressure orifices pressure distributions,57.0 67.0 4.0 11.0,1.1.2.3 1.3.1 8.1 9.1.2
metadc56229,19930083419,808.5323215264035,285.0784741769065,"Walker, Richard",Heat Capacity Lag in Gases,TN,molecular vibrations sonic studies,88.0,1.1
metadc56230,19930084643,523.5878333452671,107.355184904893,"Letko, William",Experimental Investigation at Low Speed of the Effects of Wing Position on the Static Stability of Models Having Fuselages of Various Cross Section and Unswept and 45 Degrees Sweptback Surfaces,TN,wing positions aircraft wings aircraft stability,65.0 68.0 51.0 54.0 54.0 54.0,1.2.2.2.3 1.3.2.2 1.7.1.1.3 1.8.1.1.1 1.8.1.1.2 1.8.1.1.3
metadc56231,19930084644,589.9129559674244,132.56778589978398,"Maki, Ralph L.",An investigation at subsonic speeds of several modifications to the leading-edge region of the NACA 64A010 airfoil section designed to increase maximum lift,TN,airfoils lift coefficients,64.0 64.0 64.0 64.0 64.0,1.2.1.2.1 1.2.1.2.3 1.2.1.4 1.2.1.7 1.2.1.8
metadc56232,19930083420,771.3537521252999,304.4618923733762,"Sinnette, John T., Jr.",Expressions for Measuring the Accuracy of Approximate Solutions to Compressible Flow Through Cascades of Blades With Examples of Use,TN,aerodynamics flow compressibility,88.0 57.0 86.0 90.0 98.0,1.1 1.1.2 1.4.5.1 3.6.1.1 3.7.1.1
metadc56233,19930084645,569.3590182901374,168.4076431621395,"Trimpi, Robert L.",A theory for predicting the flow of real gases in shock tubes with experimental verification,TN,shock tubes flow testing,58.0 59.0 59.0 84.0 100.0 8.0,1.1.3 1.1.4.2 1.1.4.3 1.4.7 3.9.1 9.2
metadc56234,19930083421,640.9892603956466,263.82477050885524,"Stanitz, John D.",Design of two-dimensional channels with prescribed velocity distribution along the channel walls 1: relaxation solutions,TN,flow characteristics relaxation solutions,88.0 56.0 57.0 57.0 80.0 80.0,1.1 1.1.1 1.1.2.1 1.1.2.1 1.4.2 1.4.2
metadc56235,19930083422,575.2057609984806,300.90364343928417,"McCullough, George B.",Examples of three representative types of airfoil-section stall at low speed,TN,airfoils aerodynamics stall characteristics,64.0 64.0 64.0 52.0,1.2.1.2 1.2.1.3 1.2.1.6 1.8.4
metadc56236,19930083424,293.6149219555269,283.5972432039403,"Yntema, Robert T.",An Impulse-Momentum Method for Calculating Landing-Gear Contact Conditions in Eccentric Landings,TN,aircraft landing gear aircraft landings impulse-momentum method,32.0 32.0,4.1.2.1.1 4.1.2.3
metadc56237,19930083425,543.0041664283958,237.44408821468116,"Van Driest, E. R.",Investigation of Laminar Boundary Layer in Compressible Fluids Using the Crocco Method,TN,Crocco method flow characteristics,57.0 58.0 59.0,1.1.2 1.1.3.1 1.1.4.2
metadc56238,19930084646,993.646358210596,78.36080737459277,"Fisher, Lloyd J.",Ditching investigations of dynamic models and effects of design parameters on ditching characteristics,TN,ditching characteristics aircraft design,108.0 108.0,2.9 2.9
metadc56239,19930083426,219.45563877420017,311.18488197282466,"Reinhart, Fred M.",Mechanical and Corrosion Tests of Spot-Welded Aluminum Alloys,TN,mechanical testing corrosion testing spot welding,28.0 20.0 26.0,4.3.6.3 5.1.1 5.2.8
metadc56240,19930084647,584.0903410464363,115.19325414661932,"Page, William A.",Experimental determination of the range of applicability of the transonic area rule for wings of triangular plan form,TN,zero-lift drag rise aircraft wings aerodynamics,57.0 65.0 65.0,1.1.2.2 1.2.2.2 1.2.2.6
metadc56241,19930084648,509.11287301913933,94.8797907068066,"Salmirs, Seymour",Instrument Flight Trials with Helicopter Stabilized in Attitude About Each Axis Individually,TN,helicopters instrument flights,39.0 41.0 45.0 48.0 106.0,1.7.3.2 1.8.2.6 1.8.5 1.8.8 7.7
metadc56242,19930083427,830.542731335544,269.47825818026183,"Savage, Melvyn",A Technique Applicable to the Aerodynamic Design of Inducer-Type Multistage Axial-Flow Compressors,TN,aircraft compressors aircraft design,90.0,3.6.1.1
metadc56243,19930084649,473.72433862593147,147.93038079937332,"Mitcham, Grady L.",Aerodynamic characteristics and flying qualities of a tailless triangular-wing airplane configuration as obtained from flights of rocket-propelled models at transonic and supersonic speeds,TN,flight tests triangular wings,65.0 51.0 51.0 54.0 54.0 54.0 41.0 41.0,1.2.2.6 1.7.1.1.1 1.7.1.2 1.8.1.1.1 1.8.1.2.1 1.8.1.2.3 1.8.2.1 1.8.2.5
metadc56244,19930083428,513.6832543796928,284.4855316321318,"Wang, Chi-Teh",Application of Variational Methods to Transonic Flows With Shock Waves,TN,variational methods shock waves,57.0,1.1.2.2
metadc56245,19930084650,503.5665583649625,92.7219239811937,"Mueller, James N.",Preliminary Data at a Mach Number of 2.40 of the Characteristics of Flap-Type Controls Equipped With Plain Overhang Balances,TN,hinge moments aircraft flaps aircraft control,57.0 58.0 64.0 41.0,1.1.2.3 1.1.3 1.2.1.5.1 1.8.2.5
metadc56247,19930083429,475.8635052263834,267.41299090329665,"Scadron, Marvin D.",Experimental Determination of Time Constants and Nusselt Numbers for Bare-Wire Thermocouples in High-Velocity Air Streams and Analytic Approximation of Conduction and Radiation Errors,TN,thermocouples aerodynamics Nusselt numbers,59.0 94.0 100.0 102.0 8.0 8.0 8.0,1.1.4.2 3.2 3.9.1 3.11 9.2.1 9.2.2 9.2.5
metadc56248,19930084652,479.7425059718297,156.0979140661469,"Brooks, George W.",The effect of control stiffness and forward speed on the flutter of a 1/10-scale dynamic model of a two-blade jet-driven helicopter rotor,TN,helicopters aircraft rotors,70.0 39.0 50.0 93.0 32.0 30.0,1.6.2 1.7.3.2 1.9 3.1.9 4.1.1.4 4.2.5
metadc56249,19930083430,993.930319091966,303.60617662602414,"Hugli, W. C., Jr.",Hydrodynamic Investigation of a Series of Hull Models Suitable for Small Flying Boats and Amphibians,TN,hydrodynamics flying boats,108.0 108.0 108.0 108.0,2.2 2.3.1 2.3.4 2.10.1
metadc56250,19930084653,562.1121431095456,146.64905609852926,"von Doenhoff, Albert E.",A low-speed experimental investigation of the effect of a sandpaper type of roughness on boundary-layer transition,TN,surface roughness aerodynamics,58.0 58.0 58.0 58.0 64.0 64.0 64.0,1.1.3.1 1.1.3.1 1.1.3.2 1.1.3.2 1.2.1.2.5 1.2.1.2.5 1.2.1.6.1
metadc56251,19930083431,195.38721428175012,275.4049383225996,"Moore, Dwight G.",Relative importance of various sources of defect-producing hydrogen introduced into steel during application of vitreous coatings,TN,metallic coatings deuterium,20.0 20.0 20.0 20.0 26.0,5.1.5 5.1.5 5.1.9 5.1.9 5.2.8
metadc56252,19930084654,429.7951886959355,87.36251949700994,"Clevenson, Sherman A.",Experimental Investigation of the Oscillating Forces and Moments on a Two-Dimensional Wing Equipped With an Oscillating Circular-Arc Spoiler,TN,aircraft stability oscillating forces,57.0 64.0 50.0 32.0 30.0,1.1.2.1 1.2.1.5.2 1.9 4.1.1.5 4.2
metadc56253,19930083432,252.01542749436905,264.98485010374003,"Ruffner, B. F.",Stresses and Deformations in Wings Subjected to Torsion,TN,aircraft wings wing stresses wing deformations,28.0 28.0,4.3.4 4.3.7.4
metadc56254,19930084655,354.58795959393217,105.67220284485883,"Klawans, Bernard B.",A Simple Method for Calculating the Characteristics of the Dutch Roll Motion of an Airplane,TN,Dutch roll aircraft stability,54.0 54.0 8.0,1.8.1.2.2 1.8.1.2.3 9.2.2
metadc56256,19930084657,612.9193461150768,179.49149325745626,"Kraft, Christopher C., Jr.",Flight measurements of the velocity distribution and persistence of the trailing vortices of an airplane,TN,trailing vortices aircraft stability,65.0,1.2.2.7
